Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Month,Order Year,YearMonth,Month,OrderMonth,CohortMonth,CohortIndex
449,CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,0.12831418381847076,3,-0.8717537112056045,-0.21541837354387924,4,2016,2016-04,4,2016-04-01,2016-04-01,1
450,CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,0.732239177273829,6,-0.8717537112056045,1.8568369411052081,4,2016,2016-04,4,2016-04-01,2016-04-01,1
451,CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,-0.6504966817852313,3,-0.8717537112056045,-0.2761814465269502,4,2016,2016-04,4,2016-04-01,2016-04-01,1
452,CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10004974,Office Supplies,Art,Newell 342,-0.7727746086531792,3,-0.8717537112056045,-0.44817390896932,4,2016,2016-04,4,2016-04-01,2016-04-01,1
453,CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,-0.6230078455125919,4,-0.8717537112056045,-0.23526574478170756,4,2016,2016-04,4,2016-04-01,2016-04-01,1
454,CA-2017-147277,2017-10-20,2017-10-24,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,0.8535929105084724,2,1.6651524582471287,-1.8922202427648809,10,2017,2017-10,10,2017-10-01,2014-07-01,40
455,CA-2017-147277,2017-10-20,2017-10-24,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,2.124750161300531,2,0.39669937352076207,1.7118115686414412,10,2017,2017-10,10,2017-10-01,2014-07-01,40
456,CA-2016-100153,2016-12-13,2016-12-17,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Norman,Oklahoma,73071,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,-0.45262445516752525,4,-0.8717537112056045,0.2999892327907565,12,2016,2016-12,12,2016-12-01,2014-11-01,26
457,US-2014-110674,2014-02-12,2014-02-18,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",-0.06346784372848675,2,0.39669937352076207,-1.36889929416424,2,2014,2014-02,2,2014-02-01,2014-02-01,1
458,US-2016-157945,2016-09-26,2016-10-01,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,2.124750161300531,3,1.0309259158839452,-1.8922202427648809,9,2016,2016-09,9,2016-09-01,2014-02-01,32
459,US-2016-157945,2016-09-26,2016-10-01,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,-0.7781775868171118,2,0.39669937352076207,-0.4314060683336702,9,2016,2016-09,9,2016-09-01,2014-02-01,32
460,CA-2015-109638,2015-12-15,2015-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,-0.2154147559527661,4,-0.8717537112056045,0.6886205683000298,12,2015,2015-12,12,2015-12-01,2014-08-01,17
461,CA-2015-109638,2015-12-15,2015-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,2.124750161300531,9,-0.8717537112056045,1.8568369411052081,12,2015,2015-12,12,2015-12-01,2014-08-01,17
462,CA-2015-109638,2015-12-15,2015-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,-0.5270812858301399,3,0.39669937352076207,0.08589402486882415,12,2015,2015-12,12,2015-12-01,2014-08-01,17
463,CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,-0.6914929634677023,5,0.39669937352076207,-0.30524027714310076,4,2016,2016-04,4,2016-04-01,2014-10-01,19
464,CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,2.124750161300531,6,2.299379000610312,-1.8922202427648809,4,2016,2016-04,4,2016-04-01,2014-10-01,19
465,CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,-0.6623156965188339,5,2.299379000610312,-1.2534168965825494,4,2016,2016-04,4,2016-04-01,2014-10-01,19
466,CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,0.2671565042679487,2,0.39669937352076207,-1.7237914551906157,4,2016,2016-04,4,2016-04-01,2014-10-01,19
467,CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",-0.36736166817704535,2,0.39669937352076207,-0.3458575221780002,4,2016,2016-04,4,2016-04-01,2014-10-01,19
468,US-2015-101399,2015-01-17,2015-01-24,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.678114606543908,7,2.299379000610312,-1.8922202427648809,1,2015,2015-01,1,2015-01-01,2014-05-01,9
469,CA-2017-154907,2017-03-31,2017-04-04,Standard Class,DS-13180,David Smith,Corporate,United States,Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,0.3853869369674767,2,1.1577712243565819,-1.7738914838859676,3,2017,2017-03,3,2017-03-01,2014-04-01,36
470,US-2016-100419,2016-12-16,2016-12-20,Second Class,CC-12670,Craig Carreira,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,-0.8027042640086477,3,2.299379000610312,-0.8128947921158644,12,2016,2016-12,12,2016-12-01,2014-12-01,25
471,CA-2015-154144,2015-12-20,2015-12-24,Standard Class,MH-17785,Maya Herman,Corporate,United States,Lindenhurst,New York,11757,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",-0.5023887277300622,1,-0.8717537112056045,0.3582289899500162,12,2015,2015-12,12,2015-12-01,2014-05-01,20
472,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,1.1886486484902388,3,-0.8717537112056045,-0.4293304375753737,11,2014,2014-11,11,2014-11-01,2014-08-01,4
473,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",0.4880743285366392,2,0.07958610233917031,-0.18957473567097227,11,2014,2014-11,11,2014-11-01,2014-08-01,4
474,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,2.124750161300531,4,0.39669937352076207,1.8568369411052081,11,2014,2014-11,11,2014-11-01,2014-08-01,4
475,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",-0.2829519830019233,6,-0.8717537112056045,0.30226835676065067,11,2014,2014-11,11,2014-11-01,2014-08-01,4
476,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",-0.4599113665070395,7,-0.8717537112056045,0.4324565304338011,11,2014,2014-11,11,2014-11-01,2014-08-01,4
477,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,-0.26914832168398156,5,-0.8717537112056045,0.9991512091981086,11,2014,2014-11,11,2014-11-01,2014-08-01,4
478,CA-2016-103891,2016-07-12,2016-07-19,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,-0.26375719215637333,6,0.39669937352076207,-0.30137390612274456,7,2016,2016-07,7,2016-07-01,2014-03-01,29
479,CA-2016-152632,2016-10-27,2016-11-02,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Troy,New York,12180,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,-0.5929123092485815,3,-0.8717537112056045,0.10947888809299669,10,2016,2016-10,10,2016-10-01,2015-03-01,20
480,CA-2016-100790,2016-06-26,2016-07-02,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,10024,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,-0.7439824223848542,5,-0.8717537112056045,-0.32060401461872656,6,2016,2016-06,6,2016-06-01,2014-04-01,27
481,CA-2016-100790,2016-06-26,2016-07-02,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,10024,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",2.124750161300531,5,-0.8717537112056045,1.8568369411052081,6,2016,2016-06,6,2016-06-01,2014-04-01,27
482,CA-2014-134677,2014-10-06,2014-10-10,Standard Class,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024,West,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,-0.7772178472748342,3,-0.8717537112056045,-0.48021391513537676,10,2014,2014-10,10,2014-10-01,2014-01-01,10
483,CA-2014-127691,2014-07-22,2014-07-27,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,10024,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",-0.7957609631225414,2,-0.8717537112056045,-0.48835703515281104,7,2014,2014-07,7,2014-07-01,2014-07-01,1
484,CA-2014-127691,2014-07-22,2014-07-27,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,10024,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,0.11670252022054545,2,-0.8717537112056045,1.4083353590787488,7,2014,2014-07,7,2014-07-01,2014-07-01,1
485,CA-2017-140963,2017-06-10,2017-06-13,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,-0.6557100817679734,2,-0.8717537112056045,-0.04300535846420756,6,2017,2017-06,6,2017-06-01,2014-09-01,34
486,CA-2017-140963,2017-06-10,2017-06-13,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,2.124750161300531,5,0.07958610233917031,-1.5707306445338844,6,2017,2017-06,6,2017-06-01,2014-09-01,34
487,CA-2017-140963,2017-06-10,2017-06-13,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,0.8275022133221138,5,0.39669937352076207,0.04848179791658832,6,2017,2017-06,6,2017-06-01,2014-09-01,34
488,CA-2014-154627,2014-10-29,2014-10-31,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,2.124750161300531,6,0.39669937352076207,1.8568369411052081,10,2014,2014-10,10,2014-10-01,2014-02-01,9
489,CA-2014-133753,2014-06-09,2014-06-13,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,-0.7837227486169374,1,0.39669937352076207,-0.5246263085665731,6,2014,2014-06,6,2014-06-01,2014-06-01,1
490,CA-2014-133753,2014-06-09,2014-06-13,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,-0.45200832607865565,2,0.39669937352076207,-0.19232189402754116,6,2014,2014-06,6,2014-06-01,2014-06-01,1
491,CA-2014-133753,2014-06-09,2014-06-13,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,-0.41418747893112773,2,0.39669937352076207,-0.3361305466636305,6,2014,2014-06,6,2014-06-01,2014-06-01,1
492,CA-2014-113362,2014-09-14,2014-09-19,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,1.8298376031858774,5,-0.8717537112056045,-0.24029202710817052,9,2014,2014-09,9,2014-09-01,2014-09-01,1
493,CA-2014-113362,2014-09-14,2014-09-19,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,-0.7654876973136648,3,-0.8717537112056045,-0.3722505917222209,9,2014,2014-09,9,2014-09-01,2014-09-01,1
494,CA-2016-169166,2016-05-09,2016-05-14,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,-0.27430247848510136,2,-0.8717537112056045,-0.09872179979965583,5,2016,2016-05,5,2016-05-01,2014-08-01,22
495,US-2016-120929,2016-03-18,2016-03-21,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,0.2938514819068524,3,1.6651524582471287,-1.8922202427648809,3,2016,2016-03,3,2016-03-01,2015-05-01,11
496,CA-2015-134782,2015-12-27,2015-12-31,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701,South,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",-0.20652827870945595,2,-0.8717537112056045,1.206978826202832,12,2015,2015-12,12,2015-12-01,2014-11-01,14
497,CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,-0.12242665807876862,8,0.39669937352076207,0.824228444508732,7,2016,2016-07,7,2016-07-01,2014-02-01,30
498,CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",0.6841337137967101,4,-0.8717537112056045,1.8568369411052081,7,2016,2016-07,7,2016-07-01,2014-02-01,30
499,CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,0.6000557904386716,2,0.39669937352076207,0.06951282133520988,7,2016,2016-07,7,2016-07-01,2014-02-01,30
500,CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,-0.4205146507283645,9,-0.8717537112056045,0.23065909559942263,7,2016,2016-07,7,2016-07-01,2014-02-01,30
501,US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,-0.6970618225401766,2,2.299379000610312,-1.0564015522207166,5,2016,2016-05,5,2016-05-01,2015-10-01,8
502,US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,-0.7424894942079782,2,2.299379000610312,-0.9506393470463426,5,2016,2016-05,5,2016-05-01,2015-10-01,8
503,US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2.124750161300531,2,0.39669937352076207,1.1541452053650179,5,2016,2016-05,5,2016-05-01,2015-10-01,8
504,US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,-0.8169937194158905,3,2.299379000610312,-0.6094219298393316,5,2016,2016-05,5,2016-05-01,2015-10-01,8
505,US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",-0.6367996581942094,1,0.39669937352076207,-0.1417979211413607,5,2016,2016-05,5,2016-05-01,2015-10-01,8
506,CA-2017-134978,2017-11-12,2017-11-15,Second Class,EB-13705,Ed Braxton,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",-0.736754754226962,5,0.39669937352076207,-0.36272710941944886,11,2017,2017-11,11,2017-11-01,2014-07-01,41
507,CA-2015-145352,2015-03-16,2015-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,-0.8148372676048472,1,-0.8717537112056045,-0.519864567415187,3,2015,2015-03,3,2015-03-01,2015-03-01,1
508,CA-2015-145352,2015-03-16,2015-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,-0.7816610858964893,3,-0.8717537112056045,-0.4714128337337765,3,2015,2015-03,3,2015-03-01,2015-03-01,1
509,CA-2015-145352,2015-03-16,2015-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,-0.5541672684677492,3,-0.8717537112056045,-0.1486522508186763,3,2015,2015-03,3,2015-03-01,2015-03-01,1
510,CA-2015-145352,2015-03-16,2015-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2.124750161300531,5,-0.8717537112056045,1.8568369411052081,3,2015,2015-03,3,2015-03-01,2015-03-01,1
511,CA-2017-135307,2017-11-26,2017-11-27,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,-0.08282851548257858,3,-0.8717537112056045,0.8257749929168745,11,2017,2017-11,11,2017-11-01,2014-10-01,38
512,CA-2017-135307,2017-11-26,2017-11-27,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,-0.6057088364789482,2,-0.8717537112056045,-0.13210825271578389,11,2017,2017-11,11,2017-11-01,2014-10-01,38
513,CA-2016-106341,2016-10-20,2016-10-23,First Class,LF-17185,Luke Foster,Consumer,United States,Newark,Ohio,43055,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",-0.788699175873191,3,0.39669937352076207,-0.5206988895827377,10,2016,2016-10,10,2016-10-01,2014-07-01,28
514,CA-2017-163405,2017-12-21,2017-12-25,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,-0.791791669953863,3,-0.8717537112056045,-0.484243080725011,12,2017,2017-12,12,2017-12-01,2014-03-01,46
515,CA-2017-163405,2017-12-21,2017-12-25,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,-0.796234908575518,2,-0.8717537112056045,-0.4871225096691184,12,2017,2017-12,12,2017-12-01,2014-03-01,46
516,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2.124750161300531,5,-0.8717537112056045,1.8568369411052081,1,2017,2017-01,1,2017-01-01,2014-11-01,27
517,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,-0.5262637299237554,3,-0.8717537112056045,-0.07381762225362486,1,2017,2017-01,1,2017-01-01,2014-11-01,27
518,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),-0.7602150541493008,2,-0.8717537112056045,-0.36242186960205236,1,2017,2017-01,1,2017-01-01,2014-11-01,27
519,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,2.124750161300531,3,-0.8717537112056045,1.3645232706217658,1,2017,2017-01,1,2017-01-01,2014-11-01,27
520,CA-2015-157812,2015-03-22,2015-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",-0.7221098397299869,1,0.39669937352076207,-0.36562010457766275,3,2015,2015-03,3,2015-03-01,2015-03-01,1
521,CA-2015-157812,2015-03-22,2015-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,-0.06346784372848675,2,0.39669937352076207,-1.4238288950815101,3,2015,2015-03,3,2015-03-01,2015-03-01,1
522,CA-2015-157812,2015-03-22,2015-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,-0.7474659214642319,9,2.299379000610312,-1.262879330921842,3,2015,2015-03,3,2015-03-01,2015-03-01,1
523,CA-2017-145142,2017-01-23,2017-01-25,First Class,MC-17605,Matt Connell,Corporate,United States,Detroit,Michigan,48234,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,0.4188427464930908,2,-0.8717537112056045,0.17059468264283703,1,2017,2017-01,1,2017-01-01,2014-03-01,35
524,US-2016-139486,2016-05-21,2016-05-23,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,-0.504189720451373,3,0.39669937352076207,-0.9660030845219684,5,2016,2016-05,5,2016-05-01,2014-12-01,18
525,US-2016-139486,2016-05-21,2016-05-23,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,-0.4385245779414731,2,-0.8717537112056045,0.37641449995979653,5,2016,2016-05,5,2016-05-01,2014-12-01,18
526,CA-2015-158792,2015-12-26,2016-01-02,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-FA-10002815,Office Supplies,Fasteners,Staples,-0.6995500361683035,5,-0.8717537112056045,-0.19108058543679524,12,2015,2015-12,12,2015-12-01,2014-01-01,24
527,CA-2017-113558,2017-10-21,2017-10-26,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,2.124750161300531,3,0.39669937352076207,0.9048321056225782,10,2017,2017-10,10,2017-10-01,2017-10-01,1
528,CA-2017-113558,2017-10-21,2017-10-26,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",-0.5603522566290932,3,0.39669937352076207,-0.37060229670827965,10,2017,2017-10,10,2017-10-01,2017-10-01,1
529,US-2015-138303,2015-09-03,2015-09-07,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,-0.6158038746273485,3,0.39669937352076207,-0.7914262582923078,9,2015,2015-09,9,2015-09-01,2014-03-01,19
